Rang,Athlète,Club,Total,CaP1,#1,Vélo,Vélo Cum.,#2,CaP2,U23,A.S.,Event,Race,Gap to 1st Total (s),Gap to 1st CaP1 (s),Gap to 1st Vélo (s),Gap to 1st Vélo Cum. (s),Gap to 1st CaP2 (s),Score Total,Score CaP1,Score Vélo,Score Vélo Cum.,Score CaP2,Gap to 1st CaP1 (s/km),Gap to 1st Vélo (s/km),Gap to 1st CaP2 (s/km),Gap to 1st Total (s/km),year,T1,T2
71.,LISE NAIGEON,H.A.C. TRIATHLON,0 days 01:13:38,0 days 00:21:10,00:00:49,0 days 00:39:23,0 days 01:01:20,00:00:28,0 days 00:11:51,,,parthenay,D1F,779.0,248.0,373.0,603.0,179.0,8236.758714350384,8047.244094488188,8421.498095641135,8361.41304347826,7482.419127988749,49.6,18.65,71.6,28.33,2023,,
72.,LOLA BARON,T.C.G. 79 PARTHENAY,0 days 01:13:50,0 days 00:21:04,00:00:50,0 days 00:39:31,0 days 01:01:24,00:00:32,0 days 00:11:55,U23,,parthenay,D1F,791.0,242.0,381.0,607.0,183.0,8214.446952595936,8085.443037974684,8393.083087304934,8352.334419109664,7440.559440559441,48.4,19.05,73.2,28.76,2023,,
73.,ELSA GERARDO,H.A.C. TRIATHLON,0 days 01:15:17,0 days 00:21:29,00:00:48,0 days 00:40:49,0 days 01:03:05,00:00:26,0 days 00:11:47,,,parthenay,D1F,878.0,267.0,459.0,708.0,175.0,8056.23201239761,7928.626842513577,8125.765618619845,8129.458388375165,7524.752475247525,53.4,22.95,70.0,31.93,2023,,
74.,LISA MELOT,RENNES TRIATHLON,0 days 01:15:34,0 days 00:20:33,00:00:48,0 days 00:40:11,0 days 01:01:31,00:00:33,0 days 00:13:32,,,parthenay,D1F,895.0,211.0,421.0,614.0,280.0,8026.025584472871,8288.726682887267,8253.836582330983,8336.49417502032,6551.724137931034,42.2,21.05,112.0,32.55,2023,,
1.,MARION LEGRAND,LES TRITONS MELDOIS,0 days 00:54:43,0 days 00:15:41,00:00:28,0 days 00:29:53,0 days 00:46:01,00:00:29,0 days 00:08:14,,,mont-saint-aignan,D1F,0.0,0.0,29.0,0.0,0.0,10000.0,10000.0,9838.259899609593,10000.0,10000.0,0.0,1.45,0.0,0.0,2023,,
2.,MARION LE GOFF,PONTIVY TRIATHLON,0 days 00:54:46,0 days 00:15:41,00:00:28,0 days 00:29:54,0 days 00:46:02,00:00:29,0 days 00:08:16,,,mont-saint-aignan,D1F,3.0,0.0,30.0,1.0,2.0,9990.870359099208,10000.0,9832.775919732441,9996.37943519189,9959.677419354839,0.0,1.5,0.8,0.11,2023,,
3.,CAMILLE LAURENT,LA GRANDE MOTTE TRIATHLON,0 days 00:54:52,0 days 00:15:41,00:00:30,0 days 00:29:52,0 days 00:46:02,00:00:32,0 days 00:08:19,U23,,mont-saint-aignan,D1F,9.0,0.0,28.0,1.0,5.0,9972.6609963548,10000.0,9843.75,9996.37943519189,9899.799599198397,0.0,1.4,2.0,0.33,2023,,
4.,MAURINE RICOUR,LES TRITONS MELDOIS,0 days 00:55:00,0 days 00:15:41,00:00:30,0 days 00:29:53,0 days 00:46:03,00:00:32,0 days 00:08:26,,,mont-saint-aignan,D1F,17.0,0.0,29.0,2.0,12.0,9948.484848484848,10000.0,9838.259899609593,9992.761491132827,9762.845849802372,0.0,1.45,4.8,0.62,2023,,
5.,KARIN NIEUWENHUIJSEN,LYS CALAIS TRIATHLON,0 days 00:55:02,0 days 00:15:42,00:00:30,0 days 00:29:52,0 days 00:46:03,00:00:36,0 days 00:08:24,,,mont-saint-aignan,D1F,19.0,1.0,28.0,2.0,10.0,9942.459115687461,9989.384288747346,9843.75,9992.761491132827,9801.5873015873,0.2,1.4,4.0,0.69,2023,,
6.,EMMA WASSER,ASPTT STRASBOURG TRI,0 days 00:55:03,0 days 00:16:09,00:00:29,0 days 00:29:24,0 days 00:46:01,00:00:29,0 days 00:08:34,U23,,mont-saint-aignan,D1F,20.0,28.0,0.0,0.0,20.0,9939.448985770512,9711.042311661506,10000.0,10000.0,9610.894941634242,5.6,0.0,8.0,0.73,2023,,
7.,CAPUCINE ROLIN,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:55:31,0 days 00:16:09,00:00:29,0 days 00:29:27,0 days 00:46:04,00:00:32,0 days 00:08:56,U23,,mont-saint-aignan,D1F,48.0,28.0,3.0,3.0,42.0,9855.899129390573,9711.042311661506,9983.0220713073,9989.146164978292,9216.417910447763,5.6,0.15,16.8,1.75,2023,,
8.,ELEONORE HILLER,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 00:55:42,0 days 00:15:55,00:00:28,0 days 00:29:42,0 days 00:46:04,00:00:35,0 days 00:09:04,U23,,mont-saint-aignan,D1F,59.0,14.0,18.0,3.0,50.0,9823.459006582883,9853.403141361257,9898.9898989899,9989.146164978292,9080.882352941177,2.8,0.9,20.0,2.15,2023,,
9.,SANDRINA ILLES,STADE FRANCAIS,0 days 00:55:50,0 days 00:15:41,00:00:30,0 days 00:30:37,0 days 00:46:47,00:00:34,0 days 00:08:30,,,mont-saint-aignan,D1F,67.0,0.0,73.0,46.0,16.0,9800.0,10000.0,9602.612955906368,9836.123975774848,9686.274509803921,0.0,3.65,6.4,2.44,2023,,
10.,CHLOE LENOIR,LES TRITONS MELDOIS,0 days 00:55:57,0 days 00:15:47,00:00:30,0 days 00:30:26,0 days 00:46:43,00:00:33,0 days 00:08:42,,,mont-saint-aignan,D1F,74.0,6.0,62.0,42.0,28.0,9779.565087876079,9936.642027455122,9660.460021905805,9850.160542276133,9463.60153256705,1.2,3.1,11.2,2.69,2023,,
11.,KAROLINA BASTIEN,STADE FRANCAIS,0 days 00:56:06,0 days 00:15:53,00:00:31,0 days 00:30:22,0 days 00:46:44,00:00:38,0 days 00:08:44,U23,,mont-saint-aignan,D1F,83.0,12.0,58.0,43.0,30.0,9753.416518122402,9874.081846799581,9681.668496158069,9846.647646219686,9427.480916030534,2.4,2.9,12.0,3.02,2023,,
12.,NICOLE ALLAN,US PALAISEAU TRIATHLON,0 days 00:56:13,0 days 00:15:55,00:00:29,0 days 00:30:18,0 days 00:46:41,00:00:32,0 days 00:09:01,,,mont-saint-aignan,D1F,90.0,14.0,54.0,40.0,47.0,9733.175214942188,9853.403141361257,9702.970297029702,9857.19385933595,9131.238447319778,2.8,2.7,18.8,3.27,2023,,
13.,CLARA JOBBIN,MSA TRIATHLON,0 days 00:56:20,0 days 00:16:10,00:00:31,0 days 00:30:06,0 days 00:46:46,00:00:31,0 days 00:09:04,U23,,mont-saint-aignan,D1F,97.0,29.0,42.0,45.0,50.0,9713.01775147929,9701.030927835052,9767.441860465116,9839.629365645047,9080.882352941177,5.8,2.1,20.0,3.53,2023,,
14.,MAYA HEBRARD,LA GRANDE MOTTE TRIATHLON,0 days 00:56:22,0 days 00:16:27,00:00:31,0 days 00:29:49,0 days 00:46:46,00:00:34,0 days 00:09:03,U23,,mont-saint-aignan,D1F,99.0,46.0,25.0,45.0,49.0,9707.273802483738,9533.941236068897,9860.257126886529,9839.629365645047,9097.605893186004,9.2,1.25,19.6,3.6,2023,,
15.,CHARLOTTE BERTHELOT,ASPTT STRASBOURG TRI,0 days 00:56:24,0 days 00:16:20,00:00:29,0 days 00:29:57,0 days 00:46:45,00:00:38,0 days 00:09:02,,,mont-saint-aignan,D1F,101.0,39.0,33.0,44.0,48.0,9701.536643026006,9602.040816326531,9816.360601001668,9843.13725490196,9114.391143911438,7.8,1.65,19.2,3.67,2023,,
16.,EVA COUTANT,ASPTT 36 SPORTS NATURE,0 days 00:56:27,0 days 00:16:11,00:00:28,0 days 00:30:06,0 days 00:46:44,00:00:30,0 days 00:09:14,U23,,mont-saint-aignan,D1F,104.0,30.0,42.0,43.0,60.0,9692.943607912608,9691.04016477858,9767.441860465116,9846.647646219686,8916.967509025271,6.0,2.1,24.0,3.78,2023,,
17.,LOUISE ROYER,US PALAISEAU TRIATHLON,0 days 00:56:29,0 days 00:16:10,00:00:34,0 days 00:30:01,0 days 00:46:44,00:00:35,0 days 00:09:11,,,mont-saint-aignan,D1F,106.0,29.0,37.0,43.0,57.0,9687.223369725583,9701.030927835052,9794.558578567463,9846.647646219686,8965.51724137931,5.8,1.85,22.8,3.85,2023,,
18.,MARGAUX BONTANT,GRAVELINES TRIATHLON,0 days 00:56:33,0 days 00:16:11,00:00:32,0 days 00:30:04,0 days 00:46:46,00:00:33,0 days 00:09:15,,,mont-saint-aignan,D1F,110.0,30.0,40.0,45.0,61.0,9675.803124078986,9691.04016477858,9778.270509977827,9839.629365645047,8900.9009009009,6.0,2.0,24.4,4.0,2023,,
19.,MEGHAN BAZIRE,LES TRITONS MELDOIS,0 days 00:56:39,0 days 00:16:27,00:00:32,0 days 00:29:45,0 days 00:46:43,00:00:35,0 days 00:09:22,,,mont-saint-aignan,D1F,116.0,46.0,21.0,42.0,68.0,9658.723153868785,9533.941236068897,9882.35294117647,9850.160542276133,8790.035587188611,9.2,1.05,27.2,4.22,2023,,
20.,DELPHINE GAUDRY,H.A.C. TRIATHLON,0 days 00:56:40,0 days 00:16:42,00:00:33,0 days 00:29:34,0 days 00:46:48,00:00:36,0 days 00:09:18,,,mont-saint-aignan,D1F,117.0,61.0,10.0,47.0,64.0,9655.882352941177,9391.21756487026,9943.630214205186,9832.621082621083,8853.04659498208,12.2,0.5,25.6,4.25,2023,,
21.,JOSEPHINE DELVINCOURT,LYS CALAIS TRIATHLON,0 days 00:56:41,0 days 00:16:43,00:00:31,0 days 00:29:36,0 days 00:46:49,00:00:36,0 days 00:09:16,,,mont-saint-aignan,D1F,118.0,62.0,12.0,48.0,62.0,9653.043222581593,9381.85443668993,9932.432432432432,9829.120683517267,8884.892086330936,12.4,0.6,24.8,4.29,2023,,
22.,PAULINE NOUZILLE,T.C.G. 79 PARTHENAY,0 days 00:56:41,0 days 00:16:43,00:00:33,0 days 00:29:30,0 days 00:46:44,00:00:36,0 days 00:09:22,,,mont-saint-aignan,D1F,118.0,62.0,6.0,43.0,68.0,9653.043222581593,9381.85443668993,9966.101694915254,9846.647646219686,8790.035587188611,12.4,0.3,27.2,4.29,2023,,
23.,JEANNE BARREAU,MSA TRIATHLON,0 days 00:56:46,0 days 00:16:49,00:00:30,0 days 00:29:28,0 days 00:46:46,00:00:32,0 days 00:09:28,U23,,mont-saint-aignan,D1F,123.0,68.0,4.0,45.0,74.0,9638.872577803875,9326.065411298316,9977.37556561086,9839.629365645047,8697.18309859155,13.6,0.2,29.6,4.47,2023,,
24.,AGATHE MACREL,MSA TRIATHLON,0 days 00:57:14,0 days 00:16:22,00:00:31,0 days 00:30:48,0 days 00:47:39,00:00:32,0 days 00:09:04,,,mont-saint-aignan,D1F,151.0,41.0,84.0,98.0,50.0,9560.279557367501,9582.484725050916,9545.454545454546,9657.222805176634,9080.882352941177,8.2,4.2,20.0,5.49,2023,,
25.,GUADALUPE JAZMIN AGUILAR CORONA,MONTLUCON TRIATHLON,0 days 00:57:31,0 days 00:15:53,00:00:30,0 days 00:30:24,0 days 00:46:45,00:00:32,0 days 00:10:14,,,mont-saint-aignan,D1F,168.0,12.0,60.0,44.0,120.0,9513.1845841785,9874.081846799581,9671.052631578947,9843.13725490196,8045.602605863192,2.4,3.0,48.0,6.11,2023,,
26.,SOLENE MARNONI,US PALAISEAU TRIATHLON,0 days 00:57:48,0 days 00:16:49,00:00:29,0 days 00:30:20,0 days 00:47:38,00:00:32,0 days 00:09:39,U23,,mont-saint-aignan,D1F,185.0,68.0,56.0,97.0,85.0,9466.551326412919,9326.065411298316,9692.307692307691,9660.601819454165,8531.951640759931,13.6,2.8,34.0,6.73,2023,,
27.,CAMILLE LE GUEN,PONTIVY TRIATHLON,0 days 00:58:13,0 days 00:16:10,00:00:30,0 days 00:31:00,0 days 00:47:39,00:00:39,0 days 00:09:56,,,mont-saint-aignan,D1F,210.0,29.0,96.0,98.0,102.0,9398.79759519038,9701.030927835052,9483.870967741936,9657.222805176634,8288.590604026846,5.8,4.8,40.8,7.64,2023,,
28.,CAMILLA ZANINETTI,STADE FRANCAIS,0 days 00:58:46,0 days 00:16:43,00:00:34,0 days 00:31:49,0 days 00:49:06,00:00:37,0 days 00:09:05,,,mont-saint-aignan,D1F,243.0,62.0,145.0,185.0,51.0,9310.833806012479,9381.85443668993,9240.44002095338,9372.029871011542,9064.220183486239,12.4,7.25,20.4,8.84,2023,,
29.,PAULINE LE BRIZOUAL,MONTLUCON TRIATHLON,0 days 00:58:49,0 days 00:17:16,00:00:33,0 days 00:31:16,0 days 00:49:04,00:00:36,0 days 00:09:11,,,mont-saint-aignan,D1F,246.0,95.0,112.0,183.0,57.0,9302.918673845283,9083.011583011583,9402.985074626866,9378.396739130434,8965.51724137931,19.0,5.6,22.8,8.95,2023,,
30.,LAETITIA CHABOT,T.C.G. 79 PARTHENAY,0 days 00:58:50,0 days 00:16:51,00:00:34,0 days 00:31:41,0 days 00:49:04,00:00:35,0 days 00:09:11,,,mont-saint-aignan,D1F,247.0,70.0,137.0,183.0,57.0,9300.28328611898,9307.616221562808,9279.326670173594,9378.396739130434,8965.51724137931,14.0,6.85,22.8,8.98,2023,,
31.,SOPHIE CARON,LYS CALAIS TRIATHLON,0 days 00:58:52,0 days 00:16:49,00:00:32,0 days 00:31:40,0 days 00:49:00,00:00:36,0 days 00:09:16,,,mont-saint-aignan,D1F,249.0,68.0,136.0,179.0,62.0,9295.016987542469,9326.065411298316,9284.21052631579,9391.156462585033,8884.892086330936,13.6,6.8,24.8,9.05,2023,,
32.,JULIE PICHARD,RENNES TRIATHLON,0 days 00:58:55,0 days 00:16:51,00:00:35,0 days 00:31:34,0 days 00:48:59,00:00:35,0 days 00:09:22,,,mont-saint-aignan,D1F,252.0,70.0,130.0,178.0,68.0,9287.128712871288,9307.616221562808,9313.621964097149,9394.351820347056,8790.035587188611,14.0,6.5,27.2,9.16,2023,,
33.,ALICE TALEC,RENNES TRIATHLON,0 days 00:58:57,0 days 00:17:15,00:00:36,0 days 00:31:12,0 days 00:49:02,00:00:39,0 days 00:09:17,,,mont-saint-aignan,D1F,254.0,94.0,108.0,181.0,63.0,9281.877297144472,9091.787439613527,9423.076923076924,9384.772263766146,8868.940754039497,18.8,5.4,25.2,9.24,2023,,
34.,FLORENCE MOISSETTE,ASPTT STRASBOURG TRI,0 days 00:58:59,0 days 00:16:13,00:00:31,0 days 00:32:45,0 days 00:49:28,00:00:39,0 days 00:08:52,,,mont-saint-aignan,D1F,256.0,32.0,201.0,207.0,38.0,9276.631816897429,9671.120246659815,8977.099236641221,9302.56064690027,9285.714285714286,6.4,10.05,15.2,9.31,2023,,
35.,JULIE DUCARME,MONTLUCON TRIATHLON,0 days 00:59:05,0 days 00:17:19,00:00:34,0 days 00:31:08,0 days 00:49:00,00:00:34,0 days 00:09:31,,,mont-saint-aignan,D1F,262.0,98.0,104.0,179.0,77.0,9260.930888575458,9056.785370548605,9443.254817987152,9391.156462585033,8651.488616462348,19.6,5.2,30.8,9.53,2023,,
36.,JULIETTE GABANELLE,EVREUX A.C. TRIATHLON,0 days 00:59:09,0 days 00:17:21,00:00:32,0 days 00:31:10,0 days 00:49:01,00:00:36,0 days 00:09:32,,,mont-saint-aignan,D1F,266.0,100.0,106.0,180.0,78.0,9250.493096646942,9039.38520653218,9433.155080213905,9387.963277796669,8636.363636363636,20.0,5.3,31.2,9.67,2023,,
37.,NAOMIE ANN EATON,LA GRANDE MOTTE TRIATHLON,0 days 00:59:09,0 days 00:17:15,00:00:33,0 days 00:31:18,0 days 00:49:05,00:00:40,0 days 00:09:25,,,mont-saint-aignan,D1F,266.0,94.0,114.0,184.0,71.0,9250.493096646942,9091.787439613527,9392.97124600639,9375.212224108658,8743.362831858407,18.8,5.7,28.4,9.67,2023,,
38.,ESTELLE GEFFROY,RENNES TRIATHLON,0 days 00:59:18,0 days 00:17:22,00:00:36,0 days 00:31:06,0 days 00:49:02,00:00:37,0 days 00:09:40,,,mont-saint-aignan,D1F,275.0,101.0,102.0,181.0,86.0,9227.09387296234,9030.71017274472,9453.376205787781,9384.772263766146,8517.241379310346,20.2,5.1,34.4,10.0,2023,,
39.,JADE BARTHELEMY,LYS CALAIS TRIATHLON,0 days 00:59:27,0 days 00:17:16,00:00:33,0 days 00:31:13,0 days 00:49:00,00:00:36,0 days 00:09:51,U23,,mont-saint-aignan,D1F,284.0,95.0,109.0,179.0,97.0,9203.81272778245,9083.011583011583,9418.045915643354,9391.156462585033,8358.714043993232,19.0,5.45,38.8,10.33,2023,,
40.,CORALINE MENINGAND,US PALAISEAU TRIATHLON,0 days 00:59:28,0 days 00:17:33,00:00:33,0 days 00:30:55,0 days 00:48:59,00:00:33,0 days 00:09:56,,,mont-saint-aignan,D1F,285.0,112.0,91.0,178.0,102.0,9201.233183856502,8936.372269705602,9509.433962264151,9394.351820347056,8288.590604026846,22.4,4.55,40.8,10.36,2023,,
41.,ALICE COLOIGNER,RENNES TRIATHLON,0 days 00:59:32,0 days 00:17:22,00:00:34,0 days 00:31:09,0 days 00:49:04,00:00:41,0 days 00:09:48,,,mont-saint-aignan,D1F,289.0,101.0,105.0,183.0,94.0,9190.929451287793,9030.71017274472,9438.202247191011,9378.396739130434,8401.360544217687,20.2,5.25,37.6,10.51,2023,,
42.,LUCIE ROSE,ASPTT 36 SPORTS NATURE,0 days 00:59:41,0 days 00:17:41,00:00:29,0 days 00:31:44,0 days 00:49:52,00:00:32,0 days 00:09:18,,,mont-saint-aignan,D1F,298.0,120.0,140.0,231.0,64.0,9167.830215023736,8868.991517436381,9264.705882352942,9227.94117647059,8853.04659498208,24.0,7.0,25.6,10.84,2023,,
43.,VALENTINE JADEAU SIBILEAU,T.C.G. 79 PARTHENAY,0 days 01:00:03,0 days 00:17:23,00:00:32,0 days 00:31:09,0 days 00:49:03,00:00:34,0 days 00:10:27,,,mont-saint-aignan,D1F,320.0,102.0,105.0,182.0,133.0,9111.851235081876,9022.051773729625,9438.202247191011,9381.583418280665,7878.787878787878,20.4,5.25,53.2,11.64,2023,,
44.,RACHEL ELISABETH BROWN,LYS CALAIS TRIATHLON,0 days 01:00:16,0 days 00:17:19,00:00:35,0 days 00:32:04,0 days 00:49:57,00:00:41,0 days 00:09:39,,,mont-saint-aignan,D1F,333.0,98.0,160.0,236.0,85.0,9079.092920353984,9056.785370548605,9168.399168399168,9212.545879212546,8531.951640759931,19.6,8.0,34.0,12.11,2023,,
45.,CLAIRE BUARD,T.C.G. 79 PARTHENAY,0 days 01:00:19,0 days 00:17:22,00:00:34,0 days 00:32:04,0 days 00:49:59,00:00:41,0 days 00:09:41,,,mont-saint-aignan,D1F,336.0,101.0,160.0,238.0,87.0,9071.5667311412,9030.71017274472,9168.399168399168,9206.402134044682,8502.581755593803,20.2,8.0,34.8,12.22,2023,,
46.,EMILIE JAMME,EVREUX A.C. TRIATHLON,0 days 01:00:23,0 days 00:18:17,00:00:36,0 days 00:31:08,0 days 00:50:00,00:00:36,0 days 00:09:48,,,mont-saint-aignan,D1F,340.0,156.0,104.0,239.0,94.0,9061.551200662434,8577.939835916135,9443.254817987152,9203.333333333334,8401.360544217687,31.2,5.2,37.6,12.36,2023,,
47.,EMILIE JEAND HEUR,ASPTT STRASBOURG TRI,0 days 01:00:25,0 days 00:16:29,00:00:34,0 days 00:33:32,0 days 00:50:35,00:00:39,0 days 00:09:12,,,mont-saint-aignan,D1F,342.0,48.0,248.0,274.0,58.0,9056.551724137931,9514.661274014155,8767.395626242545,9097.199341021416,8949.27536231884,9.6,12.4,23.2,12.44,2023,,
48.,MANON COSTE,MONTLUCON TRIATHLON,0 days 01:00:26,0 days 00:16:51,00:00:35,0 days 00:32:48,0 days 00:50:13,00:00:37,0 days 00:09:37,,,mont-saint-aignan,D1F,343.0,70.0,204.0,252.0,83.0,9054.054054054053,9307.616221562808,8963.414634146342,9163.624294722867,8561.525129982669,14.0,10.2,33.2,12.47,2023,,
49.,JULIE VAN NIEUWENHOVE,EVREUX A.C. TRIATHLON,0 days 01:00:38,0 days 00:18:16,00:00:33,0 days 00:31:13,0 days 00:50:01,00:00:39,0 days 00:09:58,,,mont-saint-aignan,D1F,355.0,155.0,109.0,240.0,104.0,9024.189114898296,8585.766423357665,9418.045915643354,9200.266577807397,8260.869565217392,31.0,5.45,41.6,12.91,2023,,
50.,ZELIE HALLUIN,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 01:00:46,0 days 00:17:31,00:00:30,0 days 00:32:00,0 days 00:50:00,00:00:36,0 days 00:10:11,,,mont-saint-aignan,D1F,363.0,110.0,156.0,239.0,117.0,9004.388370817334,8953.377735490008,9187.5,9203.333333333334,8085.106382978723,22.0,7.8,46.8,13.2,2023,,
51.,KHADIJA BOUDJELLOULI,LA GRANDE MOTTE TRIATHLON,0 days 01:00:58,0 days 00:16:43,00:00:32,0 days 00:34:02,0 days 00:51:16,00:00:36,0 days 00:09:07,,,mont-saint-aignan,D1F,375.0,62.0,278.0,315.0,53.0,8974.849644614544,9381.85443668993,8638.589618021548,8975.94278283485,9031.07861060329,12.4,13.9,21.2,13.64,2023,,
52.,HELOISE LE STRAT,PONTIVY TRIATHLON,0 days 01:01:04,0 days 00:17:50,00:00:36,0 days 00:31:34,0 days 00:49:59,00:00:43,0 days 00:10:23,U23,,mont-saint-aignan,D1F,381.0,129.0,130.0,238.0,129.0,8960.152838427946,8794.392523364486,9313.621964097149,9206.402134044682,7929.373996789727,25.8,6.5,51.6,13.85,2023,,
53.,REBECCA LUCAS,GRAVELINES TRIATHLON,0 days 01:01:31,0 days 00:17:15,00:00:37,0 days 00:33:05,0 days 00:50:55,00:00:39,0 days 00:09:58,U23,,mont-saint-aignan,D1F,408.0,94.0,221.0,294.0,104.0,8894.608507179626,9091.787439613527,8886.649874055416,9037.643207855974,8260.869565217392,18.8,11.05,41.6,14.84,2023,,
54.,CARLA HAY,ASPTT 36 SPORTS NATURE,0 days 01:01:46,0 days 00:17:22,00:00:38,0 days 00:33:18,0 days 00:51:17,00:00:44,0 days 00:09:46,,,mont-saint-aignan,D1F,423.0,101.0,234.0,316.0,92.0,8858.607663248786,9030.71017274472,8828.828828828828,8973.025674358141,8430.034129692833,20.2,11.7,36.8,15.38,2023,,
55.,STEPHANIE LE BESQ,COTE D OPALE TRIATHLON CALAIS SAINT-OMER,0 days 01:01:48,0 days 00:17:42,00:00:31,0 days 00:33:04,0 days 00:51:15,00:00:47,0 days 00:09:47,,,mont-saint-aignan,D1F,425.0,121.0,220.0,314.0,93.0,8853.829557713054,8860.640301318268,8891.129032258064,8978.861788617885,8415.672913117547,24.2,11.0,37.2,15.45,2023,,
56.,FIONA BROCHARD,MSA TRIATHLON,0 days 01:01:58,0 days 00:17:50,00:00:38,0 days 00:32:49,0 days 00:51:16,00:00:40,0 days 00:10:03,,,mont-saint-aignan,D1F,435.0,129.0,205.0,315.0,109.0,8830.016137708446,8794.392523364486,8958.862366683596,8975.94278283485,8192.371475953565,25.8,10.25,43.6,15.82,2023,,
57.,MARIE PEYTAVI,GRAVELINES TRIATHLON,0 days 01:02:03,0 days 00:18:16,00:00:38,0 days 00:32:21,0 days 00:51:15,00:00:39,0 days 00:10:10,,,mont-saint-aignan,D1F,440.0,155.0,177.0,314.0,116.0,8818.15739994628,8585.766423357665,9088.098918083462,8978.861788617885,8098.360655737705,31.0,8.85,46.4,16.0,2023,,
58.,ESTELLE COUPIN,ASPTT STRASBOURG TRI,0 days 01:02:23,0 days 00:18:16,00:00:36,0 days 00:32:22,0 days 00:51:14,00:00:36,0 days 00:10:35,U23,,mont-saint-aignan,D1F,460.0,155.0,178.0,313.0,141.0,8771.03927331018,8585.766423357665,9083.419155509782,8981.78269355888,7779.527559055118,31.0,8.9,56.4,16.73,2023,,
59.,LILOU ELLART,GRAVELINES TRIATHLON,0 days 01:02:36,0 days 00:18:18,00:00:37,0 days 00:32:22,0 days 00:51:15,00:00:35,0 days 00:10:47,,*,mont-saint-aignan,D1F,473.0,157.0,178.0,314.0,153.0,8740.681576144836,8570.127504553733,9083.419155509782,8978.861788617885,7635.239567233385,31.4,8.9,61.2,17.2,2023,,
60.,JEANNE LAROCHE,MSA TRIATHLON,0 days 01:02:51,0 days 00:18:48,00:00:36,0 days 00:31:53,0 days 00:51:16,00:00:39,0 days 00:10:57,U23,,mont-saint-aignan,D1F,488.0,187.0,149.0,315.0,163.0,8705.913550782287,8342.198581560284,9221.118661787768,8975.94278283485,7519.025875190258,37.4,7.45,65.2,17.75,2023,,
61.,BERENICE PAUL,EVREUX A.C. TRIATHLON,0 days 01:03:08,0 days 00:18:52,00:00:36,0 days 00:31:46,0 days 00:51:13,00:00:46,0 days 00:11:09,,,mont-saint-aignan,D1F,505.0,191.0,142.0,312.0,175.0,8666.842661034847,8312.720848056537,9254.984260230849,8984.705499511878,7384.155455904334,38.2,7.1,70.0,18.36,2023,,
62.,LOU LENOBLE,GRAVELINES TRIATHLON,0 days 01:03:14,0 days 00:17:22,00:00:33,0 days 00:35:05,0 days 00:52:59,00:00:37,0 days 00:09:40,,,mont-saint-aignan,D1F,511.0,101.0,341.0,418.0,86.0,8653.136531365315,9030.71017274472,8380.047505938242,8685.121107266436,8517.241379310346,20.2,17.05,34.4,18.58,2023,,
63.,LOU ANN CHAUSSE,LA GRANDE MOTTE TRIATHLON,0 days 01:03:27,0 days 00:18:15,00:00:36,0 days 00:33:35,0 days 00:52:26,00:00:37,0 days 00:10:26,U23,*,mont-saint-aignan,D1F,524.0,154.0,251.0,385.0,132.0,8623.588127134226,8593.607305936073,8754.342431761786,8776.223776223776,7891.373801916933,30.8,12.55,52.8,19.05,2023,,
64.,MARIE FRONTY,H.A.C. TRIATHLON,0 days 01:03:38,0 days 00:18:44,00:00:38,0 days 00:32:56,0 days 00:52:18,00:00:46,0 days 00:10:36,,,mont-saint-aignan,D1F,535.0,183.0,212.0,377.0,142.0,8598.742797276062,8371.886120996442,8927.125506072874,8798.597833014659,7767.295597484277,36.6,10.6,56.8,19.45,2023,,
65.,NOEMIE AYMARD,H.A.C. TRIATHLON,0 days 01:04:19,0 days 00:18:37,00:00:38,0 days 00:33:44,0 days 00:52:58,00:00:39,0 days 00:10:44,,,mont-saint-aignan,D1F,576.0,176.0,260.0,417.0,150.0,8507.38533298782,8424.350940017905,8715.415019762846,8687.85399622404,7670.807453416149,35.2,13.0,60.0,20.95,2023,,
66.,RAPHAELLE LUCAS,GRAVELINES TRIATHLON,0 days 01:05:46,0 days 00:19:05,00:00:34,0 days 00:34:35,0 days 00:54:13,00:00:34,0 days 00:11:00,U23,,mont-saint-aignan,D1F,663.0,204.0,311.0,492.0,166.0,8319.817536746072,8218.340611353711,8501.204819277109,8487.549953888718,7484.848484848485,40.8,15.55,66.4,24.11,2023,,
67.,MANON LANGUE,RENNES TRIATHLON,0 days 01:06:14,0 days 00:19:21,00:00:35,0 days 00:35:04,0 days 00:54:59,00:00:36,0 days 00:10:40,U23,*,mont-saint-aignan,D1F,691.0,220.0,340.0,538.0,146.0,8261.197785606442,8105.081826012059,8384.03041825095,8369.202788723856,7718.75,44.0,17.0,58.4,25.13,2023,,
68.,ELSA GERARDO,H.A.C. TRIATHLON,0 days 01:06:30,0 days 00:18:52,00:00:38,0 days 00:34:46,0 days 00:54:15,00:00:54,0 days 00:11:21,,,mont-saint-aignan,D1F,707.0,191.0,322.0,494.0,187.0,8228.070175438597,8312.720848056537,8456.375838926175,8482.334869431643,7254.038179148311,38.2,16.1,74.8,25.71,2023,,
